Country Name,Country Code,Group,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Czech Republic,CZE,"Population ages 65 and above, female",872649,871574,870438,871402,876618,886651,902391,923347,944946,967172,992955,1021560,1051325,1081987,1112259,1142128,1170061,1196119,1220772,1241953,1257140
Czech Republic,CZE,"Population ages 65 and above, male",547507,548472,548974,551331,557390,570046,587028,607777,628920,650101,676523,704137,731649,758971,785503,814946,842562,868331,892352,912917,930398
Denmark,DNK,"Population ages 0-14, male",510765,514760,517732,519397,519897,518685,517364,516112,513769,510074,508588,503694,497611,492843,490924,487385,487567,489310,489611,487579,489600
Denmark,DNK,"Population ages 0-14, female",483708,487965,491695,494121,495050,494502,493296,491832,489352,485724,483556,478653,472923,468391,466354,463313,463182,464222,464012,461878,463747
Denmark,DNK,"Population ages 15-64, female",1760643,1764157,1766739,1769113,1771681,1774513,1779496,1786836,1792758,1796500,1797982,1798774,1799199,1800361,1805396,1815823,1824062,1830110,1834253,1837346,1840654
Denmark,DNK,"Population ages 15-64, male",1806148,1807751,1808880,1810066,1811611,1812816,1816109,1822010,1827087,1830717,1831635,1832496,1833032,1833874,1838248,1848984,1856817,1862105,1865680,1868758,1871317
Denmark,DNK,"Population ages 65 and above, female",462266,462690,463346,465095,468498,474457,481992,491354,501660,512733,523604,536861,552549,569149,585517,600186,610720,618373,625332,633332,641264
Denmark,DNK,"Population ages 65 and above, male",335253,338608,342182,346730,352694,362297,373180,385477,398469,411936,425207,441094,459618,478856,497044,512319,522631,529516,535535,542511,550152
Djibouti,DJI,"Population ages 0-14, male",150288,150523,150073,149807,150236,149916,150061,150376,150453,150057,150421,150440,150182,149748,149253,149287,149123,148852,148588,148359,148293
Djibouti,DJI,"Population ages 0-14, female",147168,148272,148492,147911,146421,142085,137013,131685,126942,123544,123252,124289,126274,128391,130043,132537,133937,134741,135739,137294,138365
Djibouti,DJI,"Population ages 15-64, female",205935,212322,218676,224390,229270,234804,239325,243432,247822,252835,257332,262566,268284,274307,280472,285357,291010,296969,302585,307586,312908
Djibouti,DJI,"Population ages 15-64, male",207183,212539,218259,224508,231468,240843,251047,261647,272012,281632,289124,295800,301992,308216,314789,321170,327958,334941,341770,348262,354267
Djibouti,DJI,"Population ages 65 and above, female",12145,12620,13084,13522,13931,14435,14914,15421,16014,16723,17356,18072,18840,19614,20366,21046,21756,22501,23286,24129,25087
Djibouti,DJI,"Population ages 65 and above, male",10300,10671,11055,11461,11922,12471,13096,13800,14577,15403,16186,16969,17724,18431,19075,19720,20316,20919,21589,22372,23277
Dominican Republic,DOM,"Population ages 0-14, male",1507302,1513678,1519680,1523863,1525433,1525569,1523623,1519936,1515696,1511935,1510479,1509842,1509955,1510566,1511418,1512967,1514707,1516425,1517753,1518280,1518085
Dominican Republic,DOM,"Population ages 0-14, female",1460001,1464378,1468411,1471273,1472674,1471576,1468758,1464562,1459961,1455775,1453093,1451724,1451492,1451924,1452629,1453879,1455309,1456742,1457873,1458313,1457956
Dominican Republic,DOM,"Population ages 15-64, female",2613463,2658827,2703389,2749354,2797938,2850619,2906250,2963892,3021665,3078081,3132016,3183819,3233548,3281586,3328192,3372924,3416181,3457778,3497563,3535547,3572517
Dominican Republic,DOM,"Population ages 15-64, male",2593596,2646803,2700753,2755675,2811457,2865402,2919678,2974267,3028570,3081986,3132090,3181018,3228676,3275053,3320130,3362447,3403609,3443495,3482000,3519170,3554388
Dominican Republic,DOM,"Population ages 65 and above, female",214340,223651,232918,242033,250983,259627,268102,276679,285672,295337,305584,316363,327819,340146,353487,367995,383447,399882,417323,435838,454599
Dominican Republic,DOM,"Population ages 65 and above, male",209897,217637,225166,232246,238777,245888,252445,258743,265172,272003,279957,288150,296736,305907,315819,327526,339858,352825,366445,380756,396169
Ecuador,ECU,"Population ages 0-14, male",2284029,2301038,2314334,2326384,2338549,2346785,2356579,2366518,2374573,2380032,2385360,2388985,2392284,2397658,2406656,2418351,2431992,2446480,2459629,2469629,2483724
Ecuador,ECU,"Population ages 0-14, female",2192943,2208543,2220640,2231559,2242574,2249848,2258442,2267154,2274215,2279009,2283827,2287241,2290515,2295764,2304364,2315739,2328602,2342024,2354084,2363146,2376139
Ecuador,ECU,"Population ages 15-64, female",3895926,3982531,4070808,4159784,4249133,4344327,4439159,4534220,4630391,4727671,4824370,4921322,5018982,5117569,5217174,5322596,5430734,5538179,5640996,5736571,5815950
Ecuador,ECU,"Population ages 15-64, male",3898565,3984373,4072162,4160767,4249762,4344053,4437748,4531728,4627209,4724382,4820265,4916852,5014548,5113423,5213440,5318992,5427247,5534900,5638133,5734409,5813901
Ecuador,ECU,"Population ages 65 and above, female",344558,357443,370898,385167,400454,415812,432151,449216,466579,484081,500130,516018,532916,552418,575525,599547,626982,656958,688090,719516,751209
Ecuador,ECU,"Population ages 65 and above, male",298639,309537,320836,332729,345367,358554,372475,386904,401445,415939,429933,443681,458228,475000,494863,515891,539799,565818,592725,619789,647551
"Egypt, Arab Rep.",EGY,"Population ages 0-14, male",13075924,13090536,13086053,13094875,13134821,13200000,13298156,13435130,13619615,13862337,14164293,14553660,14997881,15445378,15864013,16369323,16777585,17130518,17487657,17869409,18151462
"Egypt, Arab Rep.",EGY,"Population ages 0-14, female",12400029,12408913,12395953,12395273,12425879,12477990,12563833,12688256,12857724,13081553,13356342,13712546,14121991,14538357,14931820,15407767,15796363,16135378,16478478,16843470,17117302
"Egypt, Arab Rep.",EGY,"Population ages 15-64, female",20465943,21066942,21692047,22310695,22906857,23480616,24032578,24569428,25099506,25624653,26151054,26649099,27134270,27634198,28162548,28607638,29137610,29709495,30265076,30782471,31356658
"Egypt, Arab Rep.",EGY,"Population ages 15-64, male",20753878,21389919,22056093,22718699,23359094,23964589,24548306,25116137,25675003,26225985,26757665,27255313,27738066,28237229,28767558,29201474,29727601,30300851,30860059,31382909,31970279
"Egypt, Arab Rep.",EGY,"Population ages 65 and above, female",1962126,1999299,2034892,2066368,2093215,2122220,2144900,2168079,2201054,2248818,2315498,2392288,2474388,2554949,2630503,2701896,2772842,2845255,2921923,3005600,3111994
"Egypt, Arab Rep.",EGY,"Population ages 65 and above, male",1494762,1529435,1561064,1586163,1603710,1628255,1644351,1659051,1681887,1717898,1784399,1859334,1938056,2014557,2086107,2158973,2230589,2302105,2374883,2450544,2550632
El Salvador,SLV,"Population ages 0-14, male",1096016,1092360,1087127,1080483,1072556,1056839,1042520,1028616,1013988,998287,981331,962738,944256,928466,916532,903985,895308,889785,885681,881829,876575
El Salvador,SLV,"Population ages 0-14, female",1057447,1053721,1048063,1040754,1032026,1017272,1003486,989695,974742,958333,942751,924969,906745,890674,878015,866280,857918,852262,847616,842890,838234
El Salvador,SLV,"Population ages 15-64, female",1835988,1856711,1877808,1899460,1921811,1948959,1974830,2000459,2027057,2054975,2082262,2111722,2141538,2169001,2192772,2215152,2233899,2249692,2264209,2278443,2292682
El Salvador,SLV,"Population ages 15-64, male",1602887,1612430,1622003,1632177,1643412,1661828,1679143,1696417,1714852,1734880,1756731,1780849,1805483,1828016,1847200,1866899,1883248,1896896,1909444,1921920,1935572
El Salvador,SLV,"Population ages 65 and above, female",183601,190111,196667,203223,209736,216861,223748,230512,237262,244090,250729,257492,264523,272012,280105,289015,298497,308358,318372,328444,338035
El Salvador,SLV,"Population ages 65 and above, male",151062,156806,162407,167704,172583,177636,182083,186068,189777,193312,196763,200152,203531,206955,210497,214806,219254,223747,228228,232675,237402
Equatorial Guinea,GNQ,"Population ages 0-14, male",128516,132968,137934,143586,149919,155929,162249,169132,176467,183977,191798,199268,206854,214615,222308,230606,238288,246015,253851,261447,270743
Equatorial Guinea,GNQ,"Population ages 0-14, female",126490,130942,135744,141000,146713,152619,158839,165443,172323,179346,186738,194013,201350,208788,216231,224436,232219,239798,247254,254562,263186
Equatorial Guinea,GNQ,"Population ages 15-64, female",164125,170738,177608,184743,192216,200311,208884,217806,227127,236909,246850,257468,268494,279769,291284,302136,313634,325570,337888,350614,362079
Equatorial Guinea,GNQ,"Population ages 15-64, male",190018,200750,211916,223651,236168,250581,266097,282265,298939,316168,333737,352283,371150,390067,409122,427524,446523,465418,484115,502950,519532
Equatorial Guinea,GNQ,"Population ages 65 and above, female",11916,12138,12351,12569,12801,13052,13304,13556,13781,13984,14207,14393,14570,14789,15074,15539,16041,16544,17017,17429,17977
Equatorial Guinea,GNQ,"Population ages 65 and above, male",10597,10852,11117,11400,11710,12002,12313,12637,12952,13256,13531,13766,13994,14245,14556,14940,15303,15621,15857,15983,16374
Estonia,EST,"Population ages 0-14, male",122353,117498,112734,108600,105446,103692,102663,102494,102927,103628,104712,105530,106300,107347,109041,109023,109858,111284,112481,112894,112957
Estonia,EST,"Population ages 0-14, female",114177,110026,106080,102630,99894,98409,97409,97091,97322,97865,98931,99852,100724,101724,103140,103221,103850,104955,105962,106445,106194
Estonia,EST,"Population ages 15-64, female",483114,480609,478272,476068,473778,469892,466650,464000,461140,457489,452844,447742,442375,437107,432929,430087,426732,423454,420004,416265,412938
Estonia,EST,"Population ages 15-64, male",454544,453045,451491,450037,448664,445894,443880,442537,441136,439165,435483,431632,427862,424551,422712,422685,422518,422838,423157,423017,421260
Estonia,EST,"Population ages 65 and above, female",143287,145717,148163,150201,151524,152736,153512,154176,154984,156057,157142,158478,160058,161842,164077,165673,167572,170367,173693,176919,179307
Estonia,EST,"Population ages 65 and above, male",70640,72454,73980,75013,75469,76187,76566,76793,77005,77271,78327,79462,80678,81973,83508,85103,86854,89079,91558,93939,96599
Eswatini,SWZ,"Population ages 0-14, male",216326,215484,214710,213994,213438,212657,212386,212604,213313,214455,214891,215040,215197,215735,216773,216486,217105,218121,218749,218577,218180
Eswatini,SWZ,"Population ages 0-14, female",214512,213998,213536,213022,212479,212604,212892,213263,213527,213483,214038,214077,213947,214146,214891,214038,214214,214963,215618,215822,215044
Eswatini,SWZ,"Population ages 15-64, female",294465,298080,301135,304226,307680,311029,314638,318219,321439,324146,325380,326401,327244,327931,328622,331693,334356,337031,340304,344464,350270
Eswatini,SWZ,"Population ages 15-64, male",258620,260693,261568,262160,263058,264792,266665,268766,271089,273702,277625,282639,288354,294268,300127,307354,314064,320561,327378,334746,341837
Eswatini,SWZ,"Population ages 65 and above, female",17832,18692,19531,20363,21185,21966,22741,23502,24263,25026,25723,26428,27113,27737,28295,28666,28960,29198,29421,29642,29706
Eswatini,SWZ,"Population ages 65 and above, male",11853,12107,12316,12522,12735,13047,13329,13594,13831,14029,14372,14700,14988,15205,15330,15757,16109,16400,16663,16913,17332
Ethiopia,ETH,"Population ages 0-14, male",16022309,16502165,16980481,17461497,17939386,18374700,18792996,19189146,19563289,19922777,20251247,20576695,20897376,21211519,21519145,21876352,22218347,22553620,22892665,23239887,23620194
Ethiopia,ETH,"Population ages 0-14, female",15706074,16169168,16632046,17096168,17554561,17970349,18368922,18747801,19108148,19455449,19776433,20093552,20405304,20709988,21008252,21347860,21672523,21991395,22315932,22650860,23014334
Ethiopia,ETH,"Population ages 15-64, female",17383112,17876408,18392308,18925570,19480888,20087889,20731441,21418879,22155327,22939552,23790735,24681242,25608379,26568105,27554654,28520778,29520941,30542875,31571709,32600197,33610463
Ethiopia,ETH,"Population ages 15-64, male",16928361,17412019,17921409,18447785,18994484,19584338,20211219,20888689,21627852,22428775,23315041,24251683,25230870,26240849,27271147,28260367,29277088,30312454,31356973,32406504,33429676
Ethiopia,ETH,"Population ages 65 and above, female",1084982,1121152,1157704,1195916,1236783,1287035,1339176,1394179,1453354,1517482,1582833,1651975,1723385,1794484,1863958,1928966,1991737,2054876,2122078,2195691,2274153
Ethiopia,ETH,"Population ages 65 and above, male",1034584,1061178,1086633,1112572,1140208,1184894,1230589,1277542,1325953,1375927,1423639,1471835,1520479,1569319,1618297,1669138,1719290,1769190,1819370,1870444,1927406
Fiji,FJI,"Population ages 0-14, male",142378,138834,135523,132404,129624,129867,129974,129836,129431,128810,129379,129851,130528,131597,133059,133100,133384,133603,133513,133123,133641
Fiji,FJI,"Population ages 0-14, female",134171,130681,127337,124134,121249,121483,121562,121416,121045,120540,121370,122148,123148,124523,126207,126396,126797,127136,127188,126944,127387
Fiji,FJI,"Population ages 15-64, female",250620,253953,256823,259952,263663,265460,268372,271960,275449,278219,278880,278870,278323,277680,277433,278545,280015,281915,284159,286569,288375
Fiji,FJI,"Population ages 15-64, male",257962,261952,265476,269206,273429,275981,279627,283843,287791,290814,291434,291163,290242,289247,288737,289539,290826,292686,295036,297658,299093
Fiji,FJI,"Population ages 65 and above, female",15457,15946,16438,17008,17686,18471,19348,20290,21225,22114,22669,23089,23372,23537,23620,24552,25498,26514,27649,28913,30050
Fiji,FJI,"Population ages 65 and above, male",13335,13891,14481,15160,15955,16607,17302,18011,18695,19319,19719,19944,19989,19863,19576,20274,20940,21636,22410,23237,24353
Finland,FIN,"Population ages 0-14, male",473452,470464,468857,467034,464284,462292,459522,456503,454142,452835,454102,455550,457209,458654,459288,459010,457838,455503,452404,448828,443725
Finland,FIN,"Population ages 0-14, female",454108,451301,449868,448128,445351,443349,440499,437340,434812,433327,434269,435498,437042,438443,439061,438583,437308,434984,431955,428440,423421
Finland,FIN,"Population ages 15-64, female",1716983,1719751,1721016,1723692,1728482,1734542,1742667,1751108,1756621,1756995,1752813,1745336,1735266,1724476,1714087,1705195,1697451,1689720,1682682,1676797,1674812
Finland,FIN,"Population ages 15-64, male",1754508,1757341,1758868,1761934,1767187,1772984,1780900,1789272,1795010,1796114,1791566,1784447,1775450,1766264,1757800,1749986,1743532,1737291,1732037,1728315,1727622
Finland,FIN,"Population ages 65 and above, female",483019,488170,493325,498763,504539,509421,514253,520188,528782,540894,555289,573032,592691,612024,629554,645669,660098,672812,684961,697411,709617
Finland,FIN,"Population ages 65 and above, male",305938,313571,321080,328621,336252,343681,350880,358988,369504,383188,400233,420109,441314,461651,479741,496861,511986,525215,537567,549752,562499
France,FRA,"Population ages 0-14, male",5917046,5931110,5941835,5958062,5981793,6016991,6053913,6090545,6122820,6149057,6181550,6210537,6235792,6250543,6247729,6226847,6197685,6161028,6120476,6081170,6034771
France,FRA,"Population ages 0-14, female",5642976,5658208,5669169,5683463,5702443,5739885,5776401,5811378,5841954,5866623,5898851,5927848,5952965,5967612,5965483,5947300,5920989,5887991,5851167,5813847,5772330
France,FRA,"Population ages 15-64, female",20066357,20225136,20386811,20556237,20727736,20874298,21008354,21122518,21203142,21244448,21260654,21243891,21211235,21169272,21117850,21082936,21069176,21063677,21046721,21015328,20995979
France,FRA,"Population ages 15-64, male",19809722,19934536,20065099,20208327,20360543,20483192,20597340,20696342,20768228,20808923,20804871,20775720,20739394,20699421,20652157,20599784,20567884,20545321,20517315,20485902,20462350
France,FRA,"Population ages 65 and above, female",5899741,5970479,6037668,6101582,6162098,6207765,6238572,6269452,6323567,6417430,6526752,6673633,6852919,7041234,7219012,7368939,7518419,7662353,7800798,7942144,8065153
France,FRA,"Population ages 65 and above, male",4021591,4085798,4144297,4197230,4244745,4299244,4341647,4384745,4447322,4541025,4670113,4828185,5006380,5183983,5346042,5498298,5643866,5781561,5912449,6041516,6168761
French Polynesia,PYF,"Population ages 0-14, male",39420,39023,38501,37978,37497,36901,36384,35920,35480,35054,34658,34228,33815,33525,33384,32897,32648,32505,32301,31964,31767
French Polynesia,PYF,"Population ages 0-14, female",36944,36665,36254,35808,35361,34789,34290,33826,33339,32835,32454,31950,31457,31165,31129,30597,30545,30699,30717,30460,30397
French Polynesia,PYF,"Population ages 15-64, female",76554,78665,80718,82563,84121,85423,86352,87058,87748,88530,89390,90486,91644,92582,93158,94041,94365,94419,94605,95083,95480
French Polynesia,PYF,"Population ages 15-64, male",81236,83333,85429,87294,88854,90168,91148,91879,92496,93099,93654,94255,94850,95328,95650,96291,96710,97032,97424,97925,98310
French Polynesia,PYF,"Population ages 65 and above, female",5581,5848,6111,6382,6672,7049,7447,7863,8284,8684,8993,9269,9530,9815,10165,10664,11230,11843,12471,13100,13635
French Polynesia,PYF,"Population ages 65 and above, male",5194,5442,5694,5970,6275,6677,7096,7518,7909,8247,8553,8807,9036,9298,9633,10086,10610,11175,11767,12372,12945
Gabon,GAB,"Population ages 0-14, male",258356,262272,266310,270803,276015,280180,285145,291109,298225,306566,315413,325182,335705,346485,356980,370789,383813,396112,407704,418539,429665
Gabon,GAB,"Population ages 0-14, female",253640,257705,261840,266244,271098,275530,280506,286321,293236,301401,309803,319194,329445,340103,350670,363863,376491,388567,400051,410857,421663
Gabon,GAB,"Population ages 15-64, female",341141,351370,362237,373796,386085,399713,413995,429063,445202,462571,482090,502984,524365,545304,565271,580471,594983,609090,623363,638284,653051
Gabon,GAB,"Population ages 15-64, male",340200,351888,364242,377507,391874,408887,426868,445856,465947,487150,509935,533980,558309,581892,604130,620361,635517,649980,664447,679504,693937
Gabon,GAB,"Population ages 65 and above, female",37414,37665,37822,37919,37973,38169,38292,38366,38417,38458,38806,39150,39464,39722,39918,40739,41503,42242,42972,43733,44673
Gabon,GAB,"Population ages 65 and above, male",27257,27410,27495,27519,27505,27665,27759,27823,27898,28000,28582,29187,29782,30295,30721,31659,32505,33284,34041,34811,35840
"Gambia, The",GMB,"Population ages 0-14, male",322317,332126,341880,351393,360579,370320,379704,388923,398316,408157,419702,431465,443507,455812,468341,481987,495658,509288,522772,536052,549936
"Gambia, The",GMB,"Population ages 0-14, female",317276,326865,336380,345625,354499,364291,373633,382706,391858,401386,412779,424283,435966,447856,459943,473378,486774,500081,513201,526078,539813
"Gambia, The",GMB,"Population ages 15-64, female",347984,360418,373613,387514,402063,415790,430302,445579,461513,478003,493548,509936,527051,544834,563220,580967,599544,618965,639310,660589,681583
"Gambia, The",GMB,"Population ages 15-64, male",337375,348452,360382,373050,386369,399283,412958,427366,442408,457984,472776,488334,504586,521478,539009,556087,573985,592705,612294,632772,653062
"Gambia, The",GMB,"Population ages 65 and above, female",17917,18498,19080,19666,20266,20985,21692,22398,23129,23890,24733,25598,26445,27252,27997,28761,29486,30169,30821,31457,32165
"Gambia, The",GMB,"Population ages 65 and above, male",17201,17904,18590,19276,19969,20775,21557,22316,23053,23779,24604,25404,26153,26805,27350,27954,28453,28884,29298,29716,30378
Georgia,GEO,"Population ages 0-14, male",431445,419739,409009,399815,392287,382181,374381,369398,363767,360007,359545,359513,361488,365508,370702,375743,380544,384927,388187,391440,390079
Georgia,GEO,"Population ages 0-14, female",390438,378252,367260,357887,350182,341075,333637,328617,323247,319894,320155,321202,324400,329581,335850,341842,347524,352762,357017,361306,361272
Georgia,GEO,"Population ages 15-64, female",1390862,1376721,1365802,1356929,1349753,1345064,1343173,1344819,1337154,1328817,1315699,1301612,1291457,1284401,1277772,1269177,1259750,1249601,1238117,1230229,1218037
Georgia,GEO,"Population ages 15-64, male",1268829,1260040,1254248,1249500,1245026,1244767,1245430,1248499,1243334,1238721,1227908,1217642,1211989,1209286,1206414,1200354,1193190,1185303,1176549,1171903,1162099
Georgia,GEO,"Population ages 65 and above, female",324279,330187,336724,341196,342424,344475,343501,341207,336731,333817,330234,327841,327791,329653,332648,336565,341205,346296,351173,356947,362438
Georgia,GEO,"Population ages 65 and above, male",208519,213577,218692,222013,222797,222786,220035,215909,210186,205439,202899,201063,200542,200985,201890,203824,205790,207660,209119,210891,214687
Germany,DEU,"Population ages 0-14, male",6536650,6436839,6312024,6191294,6088957,5979242,5892374,5821254,5751584,5685731,5562713,5543301,5522198,5515532,5551821,5645814,5730374,5824229,5915538,5987170,6014719
Germany,DEU,"Population ages 0-14, female",6222958,6127514,6009413,5896189,5800354,5695015,5611212,5542222,5474498,5410076,5281776,5255143,5228541,5216221,5244648,5319142,5387589,5468458,5550925,5618426,5655493
Germany,DEU,"Population ages 15-64, female",27501539,27459950,27383094,27287253,27192234,27079250,26969071,26852415,26730356,26645010,26124724,26161617,26223045,26301014,26460588,26593968,26580724,26523703,26436979,26311532,26133941
Germany,DEU,"Population ages 15-64, male",28171856,28114555,28029492,27928175,27827277,27705091,27582992,27452667,27319033,27228704,26684048,26716369,26786618,26890924,27096808,27258703,27293368,27296422,27272421,27208276,27055788
Germany,DEU,"Population ages 65 and above, female",8492849,8672739,8864339,9038396,9179877,9325328,9437677,9518102,9576597,9637405,9496505,9539840,9592377,9669884,9806374,9895020,9951656,10008212,10065399,10123000,10221156
Germany,DEU,"Population ages 65 and above, male",5424074,5676897,5935815,6174953,6380724,6592525,6773046,6923437,7050239,7170004,7125218,7209553,7292826,7388925,7526372,7636022,7713291,7784757,7851701,7912469,8048188
Ghana,GHA,"Population ages 0-14, male",4259506,4333206,4403433,4475369,4551977,4630768,4714248,4800278,4885316,4967631,5063516,5157045,5248766,5339488,5429454,5528973,5623274,5713895,5802816,5890642,5976570
Ghana,GHA,"Population ages 0-14, female",4081832,4152278,4219729,4289050,4363051,4439181,4520420,4604432,4687395,4767406,4859005,4947889,5034727,5120769,5206636,5300633,5390474,5477366,5562778,5647100,5728786
Ghana,GHA,"Population ages 15-64, female",5396397,5559806,5733365,5913866,6099411,6290222,6485999,6685986,6889690,7095973,7287314,7480866,7677460,7878383,8084500,8285863,8495754,8711508,8929624,9148330,9367618
Ghana,GHA,"Population ages 15-64, male",5450911,5620070,5800613,5989387,6184582,6386045,6594129,6807587,7025194,7245359,7448332,7653312,7861233,8073774,8292081,8503274,8723812,8950815,9180499,9411070,9640554
Ghana,GHA,"Population ages 65 and above, female",305359,312510,319491,326286,332990,342777,352202,361695,371806,382849,396758,411320,426034,440094,453231,467220,480437,493999,509370,527516,549874
Ghana,GHA,"Population ages 65 and above, male",262924,268506,273677,278370,282637,290064,296948,303854,311542,320396,332788,346022,359421,371972,383301,395984,407713,419525,432771,448287,468726
Greece,GRC,"Population ages 0-14, male",833023,828829,826983,826310,825686,832627,839967,847307,853304,856071,854180,845074,832277,820438,810082,795991,786659,778145,768079,753697,738146
Greece,GRC,"Population ages 0-14, female",786966,786539,787780,790085,792584,795758,801453,808790,815356,818239,817120,807235,792420,778075,765421,750931,741019,732096,721846,707562,692774
Greece,GRC,"Population ages 15-64, female",3663845,3663492,3659004,3658501,3665052,3664278,3664593,3666087,3665375,3656033,3639624,3607441,3567574,3529383,3491704,3470400,3455666,3440164,3427931,3412294,3392333
Greece,GRC,"Population ages 15-64, male",3751606,3752219,3745214,3738733,3735823,3719502,3703804,3690363,3677831,3661058,3639839,3606596,3568619,3533994,3500660,3481696,3469894,3458211,3451226,3442452,3426713
Greece,GRC,"Population ages 65 and above, female",1014714,1038895,1059615,1076958,1090820,1113179,1130635,1146191,1163597,1183710,1196666,1209699,1223570,1238327,1251796,1264737,1278800,1292516,1309500,1328672,1344761
Greece,GRC,"Population ages 65 and above, male",811979,832046,849473,864555,877349,895018,908021,919103,931554,946230,957470,968967,980752,992196,1001220,1012216,1022641,1031750,1043001,1055879,1069842
Grenada,GRD,"Population ages 0-14, male",16792,16261,15743,15302,14932,14541,14175,13799,13395,12989,13000,12949,12912,12940,13044,13120,13272,13456,13614,13710,13762
Grenada,GRD,"Population ages 0-14, female",16495,15910,15358,14887,14494,14078,13687,13287,12870,12470,12435,12363,12315,12338,12427,12500,12634,12804,12948,13044,13089
Grenada,GRD,"Population ages 15-64, female",30261,30905,31499,32009,32442,32827,33171,33520,33901,34310,34619,35025,35444,35805,36086,36341,36512,36626,36718,36810,36873
Grenada,GRD,"Population ages 15-64, male",30805,31555,32295,32962,33552,34092,34583,35070,35565,36055,36338,36694,37046,37333,37540,37715,37806,37839,37880,37937,37965
Grenada,GRD,"Population ages 65 and above, female",5074,5133,5180,5211,5229,5301,5378,5481,5611,5780,5767,5776,5789,5796,5801,5824,5837,5857,5910,5999,6151
Grenada,GRD,"Population ages 65 and above, male",3815,3872,3928,3975,4009,4099,4189,4300,4445,4623,4627,4645,4666,4688,4705,4763,4813,4867,4932,5019,5175
Guam,GUM,"Population ages 0-14, male",24506,24519,24471,24368,24202,23960,23679,23367,23033,22699,22359,22030,21730,21461,21239,21082,20940,20821,20734,20685,20631
Guam,GUM,"Population ages 0-14, female",22970,22946,22872,22734,22537,22334,22056,21731,21421,21150,20846,20605,20417,20247,20088,19981,19857,19734,19640,19585,19534
Guam,GUM,"Population ages 15-64, female",49005,49230,49362,49485,49675,49864,50141,50465,50763,50985,51210,51364,51503,51694,51977,52340,52802,53322,53813,54231,54625
Guam,GUM,"Population ages 15-64, male",51192,51346,51494,51643,51835,52045,52285,52542,52796,53021,53235,53419,53625,53873,54197,54576,55053,55564,56059,56497,56879
Guam,GUM,"Population ages 65 and above, female",4575,4824,5058,5266,5446,5612,5755,5899,6070,6281,6541,6846,7167,7510,7869,8217,8593,8991,9405,9827,10230
Guam,GUM,"Population ages 65 and above, male",4147,4308,4466,4598,4711,4834,4932,5033,5149,5303,5499,5726,5973,6222,6481,6752,7036,7338,7644,7958,8285
Guatemala,GTM,"Population ages 0-14, male",2619023,2665055,2709837,2750484,2784692,2812299,2831438,2844075,2854122,2863832,2866490,2871817,2878097,2881524,2880563,2882622,2880090,2875383,2871909,2871477,2874258
Guatemala,GTM,"Population ages 0-14, female",2536074,2579613,2620952,2657399,2686831,2711244,2726827,2735894,2742696,2749639,2750340,2754111,2759179,2761610,2759774,2761505,2758682,2753749,2750101,2749503,2752103
Guatemala,GTM,"Population ages 15-64, female",3258743,3348473,3435642,3526416,3623198,3724331,3832657,3946111,4060874,4174709,4295208,4412164,4528049,4645053,4763441,4876895,4992535,5108689,5221773,5330363,5435053
Guatemala,GTM,"Population ages 15-64, male",2978924,3059599,3139135,3223284,3314194,3412185,3518326,3630594,3745165,3859700,3981502,4100369,4218838,4339246,4461970,4579819,4700583,4822497,4941832,5056986,5167795
Guatemala,GTM,"Population ages 65 and above, female",254411,263181,271487,279756,288198,296215,304668,313443,322298,331201,340932,350496,360659,372381,386177,400725,417232,435167,453655,472264,490210
Guatemala,GTM,"Population ages 65 and above, male",224390,231597,238281,244769,251179,257055,263102,269182,275035,280606,287043,292985,299157,306502,315494,326124,338297,351465,364755,377740,390326
Guinea,GIN,"Population ages 0-14, male",1973385,2019919,2063275,2105450,2148053,2190983,2235304,2280307,2325029,2368929,2411234,2452769,2495115,2540832,2591754,2637155,2686895,2739681,2793382,2846499,2902911
Guinea,GIN,"Population ages 0-14, female",1952661,1996526,2036871,2076113,2116201,2159747,2204468,2249749,2294340,2337304,2381162,2423364,2465259,2509097,2556545,2603289,2652669,2703928,2755687,2807031,2862069
Guinea,GIN,"Population ages 15-64, female",2282957,2326677,2373000,2423664,2479749,2537095,2600030,2667465,2738000,2810770,2880893,2953942,3030761,3112169,3198740,3294647,3396899,3504526,3616319,3731155,3843284
Guinea,GIN,"Population ages 15-64, male",1921727,1954131,1989704,2029639,2074729,2123621,2177493,2236102,2298760,2365027,2432849,2504751,2581855,2665298,2755842,2864084,2980239,3102885,3230131,3360388,3487464
Guinea,GIN,"Population ages 65 and above, female",165216,167071,168425,169434,170218,173767,177278,180576,183395,185629,188874,191479,194042,197342,201843,208691,216442,224770,233165,241372,250354
Guinea,GIN,"Population ages 65 and above, male",121136,121753,121822,121429,120635,122208,123586,124597,124946,124509,125447,125727,125789,126232,127372,130568,134372,138502,142562,146347,151155
Guinea-Bissau,GNB,"Population ages 0-14, male",275949,280361,285036,289980,295246,301484,307910,314607,321662,329109,337645,346295,355046,363838,372572,381739,390648,399261,407520,415377,423099
Guinea-Bissau,GNB,"Population ages 0-14, female",278392,283142,287948,292697,297401,303126,308867,314791,321076,327828,335781,343898,352174,360523,368825,377550,386056,394303,402217,409750,417152
Guinea-Bissau,GNB,"Population ages 15-64, female",334781,344242,354412,365160,376316,386592,397247,408273,419717,431615,443100,455304,467987,480892,493901,506324,519040,532185,545990,560592,575503
