Country Name,Country Code,Group,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Lesotho,LSO,"Population ages 0-14, female",400314,393713,385678,377276,369502,364692,359777,355148,351133,347809,346708,346128,345688,344962,343907,344490,344601,344583,344711,344969,346425
Lesotho,LSO,"Population ages 15-64, female",602556,604596,604486,604124,604746,604821,606622,609620,613034,616421,619312,622834,627270,632842,639432,644942,651486,658526,665515,672249,677002
Lesotho,LSO,"Population ages 15-64, male",545380,549629,553209,556976,561356,564386,569017,574987,581866,589477,595582,602994,611828,621972,632951,640253,648326,656707,665060,673366,679644
Lesotho,LSO,"Population ages 65 and above, female",55545,56344,56822,57207,57663,58026,58597,59365,60312,61444,61822,62244,62698,63196,63743,64464,65283,66169,67097,68084,69619
Lesotho,LSO,"Population ages 65 and above, male",29356,29913,30281,30501,30605,30895,31207,31515,31797,32030,32782,33514,34194,34750,35117,35945,36614,37153,37584,37934,38791
Liberia,LBR,"Population ages 0-14, male",640681,657267,668783,681583,700607,726641,757177,790448,822878,851528,877993,901465,922182,941029,958798,976979,994072,1010285,1025929,1041281,1057649
Liberia,LBR,"Population ages 0-14, female",624286,639599,649805,661260,678902,703546,732723,764675,795786,823089,848187,870234,889531,907052,923628,940439,956349,971519,986194,1000615,1016066
Liberia,LBR,"Population ages 15-64, female",802330,820290,834396,850359,871844,899984,934044,971804,1010673,1049043,1084349,1119103,1153924,1189559,1226522,1263231,1301012,1339969,1380116,1421384,1462553
Liberia,LBR,"Population ages 15-64, male",784398,803323,818511,835481,857780,886376,920801,958968,998407,1037637,1073686,1109361,1145354,1182463,1221224,1259521,1299251,1340423,1382906,1426558,1469893
Liberia,LBR,"Population ages 65 and above, female",53812,55103,56037,57039,58374,60513,63105,65893,68529,70830,72696,74122,75358,76731,78439,81035,83841,86834,89948,93139,96525
Liberia,LBR,"Population ages 65 and above, male",48421,49145,49523,49932,50607,52151,54061,56075,57856,59230,60535,61377,61988,62674,63618,65583,67699,69946,72281,74700,77522
Libya,LBY,"Population ages 0-14, male",922168,914634,907149,901060,897037,897886,901149,905931,910579,914030,921411,927517,933449,940940,950996,956889,963611,970470,976261,979938,978725
Libya,LBY,"Population ages 0-14, female",878075,870152,862216,855922,852168,852122,855003,859761,864500,867983,875496,881421,886817,893327,901838,907953,914473,920841,926049,929232,927979
Libya,LBY,"Population ages 15-64, female",1637936,1688446,1739691,1789873,1837846,1882070,1923962,1962764,1997991,2029341,2050248,2067619,2083541,2100802,2121597,2151470,2186293,2224479,2263825,2302734,2342566
Libya,LBY,"Population ages 15-64, male",1797051,1843667,1891287,1937429,1980486,2016678,2049878,2079535,2105432,2127597,2138090,2144772,2150382,2158498,2171831,2198198,2231440,2269436,2309156,2348403,2387720
Libya,LBY,"Population ages 65 and above, female",105971,109274,112577,115813,118921,122825,126651,130255,133437,136095,138366,140142,141756,143724,146390,149920,154357,159487,164960,170584,176766
Libya,LBY,"Population ages 65 and above, male",102048,104924,107625,110066,112157,115293,118143,120494,122048,122621,123827,124280,124405,124748,125663,127730,130549,133852,137202,140396,144782
Lithuania,LTU,"Population ages 0-14, male",343800,329463,315490,301029,285831,273299,262472,252793,244091,234567,227130,222831,220075,218285,217103,215215,213636,213972,217140,222182,223584
Lithuania,LTU,"Population ages 0-14, female",328024,313969,300241,286130,271458,259589,249367,240244,231978,222760,216262,212521,210005,208222,206863,204749,202931,202991,205788,210409,211430
Lithuania,LTU,"Population ages 15-64, female",1193486,1187988,1182112,1172462,1156909,1141468,1131262,1122949,1113032,1091061,1063816,1045653,1030107,1015369,998964,979811,957984,938350,923213,909644,900655
Lithuania,LTU,"Population ages 15-64, male",1107941,1103414,1098828,1090813,1077200,1061885,1051262,1042647,1033322,1013949,988883,973390,961341,950806,939183,924405,907989,894265,884814,876400,869727
Lithuania,LTU,"Population ages 65 and above, female",327145,334159,341176,346990,350683,352728,355550,358259,360039,357725,355212,355688,357243,359397,361362,361551,362162,365665,372698,381246,389319
Lithuania,LTU,"Population ages 65 and above, male",170422,174074,177366,179651,180448,180941,181381,181339,180454,177220,176812,177691,178918,180288,181435,182500,183701,186301,190484,195004,200606
Luxembourg,LUX,"Population ages 0-14, male",42911,43295,43704,44140,44576,44803,44961,45230,45590,46008,46314,46734,47120,47499,47856,48492,49124,49449,49836,50150,50991
Luxembourg,LUX,"Population ages 0-14, female",40663,40998,41325,41678,42048,42213,42390,42709,43079,43439,43883,44340,44701,45057,45433,46027,46678,47087,47549,47928,48675
Luxembourg,LUX,"Population ages 15-64, female",145731,147262,149162,151468,153994,157185,160312,163815,167364,170805,175055,179707,184294,189048,193850,198012,202842,206777,210842,214306,216362
Luxembourg,LUX,"Population ages 15-64, male",149624,150972,152695,154893,157457,160680,164017,167862,171840,175765,180755,186148,191480,197048,202754,207758,213568,218414,223273,227312,229440
Luxembourg,LUX,"Population ages 65 and above, female",37599,38042,38522,39049,39574,39798,39950,40187,40499,40877,41422,42098,42792,43575,44442,45301,46391,47310,48342,49351,50648
Luxembourg,LUX,"Population ages 65 and above, male",24997,25605,26221,26867,27508,27959,28362,28848,29412,30058,30918,31919,32972,34092,35268,36424,37733,38912,40159,41372,42954
"Macao SAR, China",MAC,"Population ages 0-14, male",49088,47428,45580,43764,42122,40218,38658,37488,36644,36081,36408,36775,37311,38128,39208,40846,42578,44373,46165,47883,49420
"Macao SAR, China",MAC,"Population ages 0-14, female",46792,45629,43953,42015,40045,38135,36521,35262,34328,33709,33871,34203,34782,35644,36749,38387,40102,41867,43626,45326,46863
"Macao SAR, China",MAC,"Population ages 15-64, female",163035,170199,178016,185943,193516,200716,207345,213537,219593,225656,231009,236423,241512,245823,249084,250811,251634,251785,251624,251426,251432
"Macao SAR, China",MAC,"Population ages 15-64, male",147013,153090,159585,166251,172913,180019,186987,193716,200148,206174,210929,215449,219487,222810,225321,226619,227263,227383,227225,226970,226859
"Macao SAR, China",MAC,"Population ages 65 and above, female",18842,19055,19312,19594,19900,20055,20108,20124,20225,20527,21398,22528,23920,25553,27419,29591,32012,34660,37490,40490,43568
"Macao SAR, China",MAC,"Population ages 65 and above, male",13158,13412,13711,14033,14367,14661,14885,15105,15463,16068,17218,18659,20356,22252,24312,26570,28989,31565,34316,37247,40249
Madagascar,MDG,"Population ages 0-14, male",3677282,3787529,3895340,4002031,4107980,4214686,4321397,4426528,4527673,4623864,4721605,4813810,4902737,4992254,5084814,5182430,5283850,5388265,5493855,5599795,5714679
Madagascar,MDG,"Population ages 0-14, female",3668407,3777305,3883208,3987535,4090724,4193107,4295400,4395800,4491623,4581802,4672917,4757849,4839169,4921302,5007078,5097604,5192978,5292128,5392800,5493932,5604252
Madagascar,MDG,"Population ages 15-64, female",4253059,4388662,4532038,4682015,4838265,4999206,5165353,5338267,5520409,5712752,5908282,6114977,6330434,6550478,6772556,6995212,7219412,7446362,7678455,7916662,8151874
Madagascar,MDG,"Population ages 15-64, male",4180132,4315462,4458826,4609042,4765724,4924956,5089756,5261551,5442608,5633838,5826800,6030890,6243894,6461980,6682826,6902597,7125008,7351171,7583232,7822018,8057157
Madagascar,MDG,"Population ages 65 and above, female",243359,252099,260743,269128,277240,286325,295083,303668,312191,320791,329828,338764,348325,359432,372655,388665,406271,425223,445122,465806,487606
Madagascar,MDG,"Population ages 65 and above, male",238694,244065,248984,253241,256789,261985,266531,270662,274611,278593,284538,290351,296700,304451,314151,327862,342992,359164,375842,392806,411765
Malawi,MWI,"Population ages 0-14, male",2644197,2715258,2783230,2854021,2931573,3014853,3103952,3196921,3289884,3380345,3472717,3558640,3639857,3719122,3797378,3868927,3940898,4011859,4079973,4145263,4210487
Malawi,MWI,"Population ages 0-14, female",2647112,2716611,2782315,2850266,2924453,3005908,3092502,3182513,3272191,3358976,3446924,3528096,3604441,3678945,3752749,3818991,3886450,3953431,4017699,4079098,4141065
Malawi,MWI,"Population ages 15-64, female",2947264,3020723,3100129,3184623,3273880,3366624,3464229,3567086,3676820,3794406,3913149,4043385,4182747,4327885,4477356,4634338,4793539,4957663,5130425,5313130,5502793
Malawi,MWI,"Population ages 15-64, male",2840576,2904605,2975384,3051974,3134011,3218261,3307886,3403579,3507204,3619725,3731821,3856394,3990839,4131412,4276414,4427495,4581224,4740303,4908475,5087133,5272268
Malawi,MWI,"Population ages 65 and above, female",198817,202614,206218,209676,213026,217082,220884,224535,228229,232037,238539,245540,252641,259236,265066,273242,280646,287791,295347,303690,312810
Malawi,MWI,"Population ages 65 and above, male",154035,153852,152907,151277,149007,150965,152355,153265,153833,154120,158968,163955,168762,172950,176342,182260,187436,192168,196830,201641,208258
Malaysia,MYS,"Population ages 0-14, male",4005003,4019546,4020477,4017072,4015706,4036626,4055491,4068863,4070801,4058687,4027450,3997383,3967014,3937118,3910288,3904882,3898315,3894228,3896569,3906118,3924948
Malaysia,MYS,"Population ages 0-14, female",3800634,3815848,3816929,3812291,3807760,3824710,3838607,3846081,3842919,3828593,3793875,3763016,3734423,3707857,3684574,3679220,3673735,3670968,3673924,3683097,3700981
Malaysia,MYS,"Population ages 15-64, female",7322507,7514937,7716046,7922308,8128615,8310734,8499172,8697101,8904506,9116288,9327050,9523650,9710736,9893321,10073306,10238733,10404704,10566553,10718631,10858485,10987415
Malaysia,MYS,"Population ages 15-64, male",7625478,7854776,8097730,8349621,8604204,8835265,9074336,9319909,9567873,9811501,10037290,10240158,10428380,10611415,10793929,10958404,11126626,11292804,11449495,11593231,11722488
Malaysia,MYS,"Population ages 65 and above, female",495444,519415,541693,562893,586188,615761,644086,668937,690863,713020,749119,789405,833322,879701,927918,975981,1025904,1078331,1134070,1193603,1252815
Malaysia,MYS,"Population ages 65 and above, male",460049,483869,505946,526462,548142,578858,608675,635112,658076,679939,716178,754577,795048,837194,880950,927432,975371,1025149,1077100,1131464,1187548
Maldives,MDV,"Population ages 0-14, male",56574,55351,54242,53133,52006,50613,49198,48073,47514,47677,47394,47409,47813,48591,49626,50803,52260,53800,54783,54665,56261
Maldives,MDV,"Population ages 0-14, female",53782,52453,51103,49787,48569,47392,46434,45701,45165,44821,45052,45286,45628,46165,46894,47755,48759,49788,50661,51281,51543
Maldives,MDV,"Population ages 15-64, female",82395,86266,90250,94196,97996,101670,105080,108295,111432,114556,117355,120302,123197,125820,128090,130104,131824,133394,135030,136854,138794
Maldives,MDV,"Population ages 15-64, male",82371,88195,94407,100714,106888,113105,119254,125702,133128,142016,153890,167245,181731,196914,212384,228513,244835,259675,271197,278322,276427
Maldives,MDV,"Population ages 65 and above, female",4619,4977,5348,5729,6091,6448,6786,7106,7392,7652,7839,8011,8180,8361,8563,8708,8842,8995,9196,9479,10032
Maldives,MDV,"Population ages 65 and above, male",6568,6943,7331,7706,8054,8261,8420,8571,8760,9008,8963,8978,9043,9167,9357,9622,9878,10052,10090,9941,10563
Mali,MLI,"Population ages 0-14, male",2664438,2750074,2840440,2935404,3034857,3151623,3270904,3391545,3511269,3627962,3759853,3885682,4007545,4128523,4250405,4370351,4491278,4611329,4727951,4839978,4955110
Mali,MLI,"Population ages 0-14, female",2593656,2677374,2765542,2857507,2952949,3064831,3178272,3292701,3406726,3518800,3643628,3763368,3879741,3995202,4111147,4226908,4343355,4458881,4571212,4679393,4791142
Mali,MLI,"Population ages 15-64, female",2888630,2973189,3063377,3159359,3260965,3353493,3453724,3560010,3670788,3785426,3886081,3993532,4107984,4229915,4360143,4498222,4644758,4800795,4967583,5145266,5324321
Mali,MLI,"Population ages 15-64, male",2760546,2849668,2944852,3045994,3152804,3251161,3357241,3469142,3585060,3704180,3804683,3911167,4024373,4145427,4275703,4416886,4567458,4728414,4900786,5084555,5269819
Mali,MLI,"Population ages 65 and above, female",195935,197681,199278,201148,203480,208606,214130,219592,224341,228103,232812,236542,239801,243268,247357,253985,260917,267945,274691,281001,288498
Mali,MLI,"Population ages 65 and above, male",168398,168904,169203,169666,170454,173664,177184,180588,183243,184881,187536,189201,190410,191878,194017,199096,204663,210391,215800,220641,226834
Malta,MLT,"Population ages 0-14, male",39381,38711,37877,36995,36121,35012,33982,33152,32460,31799,31538,31448,31591,32031,32691,33425,34420,35765,37329,38283,38499
Malta,MLT,"Population ages 0-14, female",37091,36508,35799,35046,34285,33309,32399,31668,31020,30339,30029,29817,29803,30088,30629,31276,32176,33424,34895,35791,36040
Malta,MLT,"Population ages 15-64, female",132210,133539,134837,136175,137433,138488,139420,140507,141356,141427,141159,141305,141942,143342,145383,147375,150238,154394,159328,161488,160569
Malta,MLT,"Population ages 15-64, male",134796,136357,137825,139307,140701,141914,142994,144290,145440,145903,146023,146715,147995,150063,152718,155040,158098,162431,167576,169877,169017
Malta,MLT,"Population ages 65 and above, female",28713,29439,30195,31003,31835,32534,33265,34252,35538,37008,38195,39774,41717,43952,46318,48620,51054,53883,57128,59627,60975
Malta,MLT,"Population ages 65 and above, male",20837,21414,22050,22741,23459,24051,24665,25510,26662,28031,29324,30970,32920,35082,37314,39621,42013,44733,47806,50265,51769
Mauritania,MRT,"Population ages 0-14, male",595031,607915,621012,634620,648898,664408,680372,696893,714036,731831,751259,771171,791431,811769,831972,854148,875539,896397,917039,937521,958614
Mauritania,MRT,"Population ages 0-14, female",575591,588123,600908,614217,628184,643371,659000,675183,691976,709411,728372,747820,767613,787448,807085,828316,848735,868591,888212,907701,927649
Mauritania,MRT,"Population ages 15-64, female",732429,755656,780293,805883,832154,858488,885794,914053,943356,973740,1004300,1036060,1068926,1102921,1138039,1172293,1208214,1245441,1283549,1322363,1361069
Mauritania,MRT,"Population ages 15-64, male",712058,736758,762928,790145,818190,846223,875300,905429,936694,969148,1001556,1035253,1070125,1106093,1143118,1178746,1216010,1254571,1294052,1334312,1374201
Mauritania,MRT,"Population ages 65 and above, female",49716,51169,52672,54210,55784,57400,59024,60663,62352,64107,65968,67860,69771,71696,73632,75673,77713,79815,82094,84615,87559
Mauritania,MRT,"Population ages 65 and above, male",37580,38476,39337,40171,40988,42018,43022,44016,44994,45963,47191,48391,49631,50967,52458,54356,56371,58497,60752,63148,66018
Mauritius,MUS,"Population ages 0-14, male",153734,153980,154934,155162,154151,152714,149930,146260,142647,139597,135814,132895,130397,127808,124825,121754,118367,114775,111346,108268,105832
Mauritius,MUS,"Population ages 0-14, female",149922,150060,150787,150770,149557,148064,145250,141558,137905,134800,131042,128112,125592,123018,120123,117062,113784,110370,107116,104182,101853
Mauritius,MUS,"Population ages 15-64, female",410216,413366,416041,418903,422732,425828,430065,434450,437942,440348,442421,444041,444679,444967,445120,445611,446369,447013,447328,447132,446599
Mauritius,MUS,"Population ages 15-64, male",407623,410756,413575,416696,420891,424215,428771,433547,437456,440282,442786,444810,445828,446443,446859,447107,447597,447962,448052,447686,446778
Mauritius,MUS,"Population ages 65 and above, female",43229,44279,45292,46255,47250,48514,49904,51453,53269,55462,58157,61246,64593,68179,72009,75380,78925,82571,86251,89920,93441
Mauritius,MUS,"Population ages 65 and above, male",31563,32181,32740,33217,33672,34661,35709,36853,38210,39912,42184,44777,47564,50520,53670,56560,59571,62612,65619,68552,71557
Mexico,MEX,"Population ages 0-14, male",17115558,17099091,17100806,17112915,17130568,17167529,17171357,17155217,17139825,17135071,17131384,17148368,17175309,17191917,17187208,17192559,17167771,17122795,17074166,17029309,16976494
Mexico,MEX,"Population ages 0-14, female",16642773,16632549,16628771,16625387,16618531,16630543,16616006,16584360,16552762,16531123,16509464,16509191,16518081,16515174,16489504,16483378,16446142,16389402,16331592,16280814,16223882
Mexico,MEX,"Population ages 15-64, female",31528852,32207120,32884806,33566948,34256444,34952511,35679406,36424298,37165721,37888534,38614092,39310155,39979843,40632921,41273072,41877515,42478204,43066668,43630260,44163581,44683504
Mexico,MEX,"Population ages 15-64, male",29754755,30329547,30884382,31447181,32036894,32665171,33358924,34091765,34823805,35529296,36216313,36867319,37489861,38102000,38713846,39302779,39899858,40496246,41077647,41636818,42175121
Mexico,MEX,"Population ages 65 and above, female",2917775,3003212,3091817,3187643,3293377,3388804,3493614,3606359,3724468,3847520,3962488,4079486,4203968,4343208,4501504,4657127,4828477,5013893,5210284,5416872,5630126
Mexico,MEX,"Population ages 65 and above, male",2338439,2413245,2490438,2574860,2669385,2755597,2851196,2953273,3057305,3161417,3261727,3359637,3460096,3569917,3693117,3820021,3956874,4101778,4251580,4405359,4573093
"Micronesia, Fed. Sts.",FSM,"Population ages 0-14, male",22275,22066,21828,21556,21239,20656,20098,19583,19137,18815,18585,18431,18353,18320,18314,18288,18291,18313,18346,18385,18443
"Micronesia, Fed. Sts.",FSM,"Population ages 0-14, female",20753,20609,20449,20251,20000,19469,18983,18544,18180,17913,17734,17583,17469,17413,17402,17345,17352,17402,17453,17492,17557
"Micronesia, Fed. Sts.",FSM,"Population ages 15-64, female",29996,29993,29995,29963,29917,30123,30239,30342,30525,30837,31279,31913,32657,33391,34025,34617,35098,35502,35892,36300,36679
"Micronesia, Fed. Sts.",FSM,"Population ages 15-64, male",30143,30298,30527,30725,30849,31145,31316,31459,31682,32040,32526,33188,33954,34711,35394,35974,36478,36924,37352,37794,38207
"Micronesia, Fed. Sts.",FSM,"Population ages 65 and above, female",2175,2211,2241,2264,2279,2216,2145,2066,1989,1925,1924,1950,1996,2051,2116,2227,2343,2464,2599,2749,2924
"Micronesia, Fed. Sts.",FSM,"Population ages 65 and above, male",1828,1850,1862,1865,1851,1765,1661,1555,1458,1386,1400,1441,1493,1558,1635,1764,1899,2035,2169,2301,2445
Moldova,MDA,"Population ages 0-14, male",335013,319174,302752,287445,274089,264681,256818,250592,245818,242161,238541,235980,234265,233135,230764,228189,224696,221238,217897,214147,209180
Moldova,MDA,"Population ages 0-14, female",321843,305923,289326,273934,260676,251353,243959,238368,234023,230453,226526,223336,220859,219220,216860,214146,211061,208289,205560,202205,197813
Moldova,MDA,"Population ages 15-64, female",1025242,1035333,1045654,1055835,1064734,1067428,1069372,1070637,1072112,1073816,1076727,1080662,1084292,1085869,1076738,1059143,1033276,1006146,980994,956985,933225
Moldova,MDA,"Population ages 15-64, male",955956,967197,978790,990683,1001954,1007280,1012500,1017157,1021370,1024731,1028030,1031271,1033575,1034117,1025325,1008814,985559,961919,940378,919780,898525
Moldova,MDA,"Population ages 65 and above, female",173709,176000,178011,179307,179512,181104,181916,182113,181944,181490,181195,180138,178763,178325,178735,182955,188346,194799,201154,206293,211045
Moldova,MDA,"Population ages 65 and above, male",105490,106877,107788,107943,107146,108250,108864,109099,109079,108835,108813,108071,106939,106284,106107,108924,112220,115822,118991,121085,124141
Mongolia,MNG,"Population ages 0-14, male",410506,399363,387371,376692,368768,363349,361118,361989,365429,371209,381331,393206,406810,421824,437645,455041,471814,487808,502654,515849,525680
Mongolia,MNG,"Population ages 0-14, female",404601,393175,380878,370020,362109,356361,353959,354775,358142,363758,373493,384891,397953,412429,427761,444548,460756,476242,490642,503467,512917
Mongolia,MNG,"Population ages 15-64, female",757739,780678,805875,830878,854131,875756,895278,913171,930537,947946,963127,978664,993890,1008142,1021255,1032385,1043506,1054483,1065397,1076509,1089287
Mongolia,MNG,"Population ages 15-64, male",756781,778775,802228,825440,847312,867048,885002,901558,917588,933504,946548,959868,972827,984877,995910,1004552,1013347,1022224,1031359,1041096,1052332
Mongolia,MNG,"Population ages 65 and above, female",50383,51141,51873,52584,53269,54528,55784,57009,58170,59238,60677,62104,63603,65314,67342,69725,72466,75608,79195,83277,88036
Mongolia,MNG,"Population ages 65 and above, male",39584,40129,40540,40780,40840,41812,42678,43397,43928,44247,45181,45965,46700,47525,48520,50107,51899,53849,55919,58094,61030
Montenegro,MNE,"Population ages 0-14, male",66820,66206,65705,65132,64584,64225,63843,63419,62934,62366,62032,61572,61055,60568,60144,59588,59291,59105,58852,58390,58009
Montenegro,MNE,"Population ages 0-14, female",61581,61012,60523,59949,59361,58960,58514,58010,57450,56832,56542,56142,55693,55284,54947,54499,54291,54196,54048,53723,53469
Montenegro,MNE,"Population ages 15-64, female",204343,205154,205913,206251,206642,207085,207701,208477,209340,210060,210188,210320,210421,210328,209861,209203,208134,206785,205480,204212,202732
Montenegro,MNE,"Population ages 15-64, male",202202,202543,202884,202998,203426,204143,205294,206803,208420,209847,210446,210963,211408,211624,211458,211004,210111,208960,207926,207005,205707
Montenegro,MNE,"Population ages 65 and above, female",41448,42809,44104,45131,45894,46182,46265,46282,46391,46653,47006,47458,48069,48857,49814,50964,52257,53611,54941,56149,57277
Montenegro,MNE,"Population ages 65 and above, male",30995,32103,33138,33893,34353,34430,34258,33978,33759,33669,33865,34146,34561,35150,35935,37044,38289,39569,40781,41827,42979
Morocco,MAR,"Population ages 0-14, male",4884680,4855173,4837719,4820541,4798498,4780068,4754198,4728918,4718278,4729916,4746049,4784834,4838516,4891971,4935396,4983918,5013438,5030793,5047895,5070054,5075420
Morocco,MAR,"Population ages 0-14, female",4661740,4631929,4612813,4592976,4567671,4551203,4526827,4501524,4487829,4492394,4506321,4541221,4589970,4638771,4679160,4726135,4754603,4771444,4788359,4810164,4814415
Morocco,MAR,"Population ages 15-64, female",9171046,9348919,9516858,9688197,9869411,10046336,10234895,10429652,10620517,10801670,10983430,11152560,11310614,11463200,11613382,11750399,11894308,12038719,12173714,12295305,12424435
Morocco,MAR,"Population ages 15-64, male",8842313,9005452,9156424,9307948,9465970,9627551,9799958,9979600,10158508,10332331,10522676,10707739,10885734,11058146,11225288,11369279,11516009,11661464,11799192,11927376,12069078
Morocco,MAR,"Population ages 65 and above, female",869853,896790,922535,947927,973377,999572,1027352,1055287,1080728,1102501,1119266,1132375,1146229,1167428,1200027,1239257,1289753,1349884,1416630,1488202,1565423
Morocco,MAR,"Population ages 65 and above, male",696691,716502,736535,757607,780636,799959,820440,841826,863227,884572,904118,923169,944642,972842,1010355,1057286,1113146,1176785,1245976,1319457,1396016
Mozambique,MOZ,"Population ages 0-14, male",4061375,4197721,4338756,4480428,4619529,4776387,4927550,5075320,5222965,5372186,5525546,5680303,5835731,5990375,6143942,6297497,6449744,6601113,6752721,6905072,7064442
Mozambique,MOZ,"Population ages 0-14, female",4081173,4218326,4360767,4503567,4643062,4800229,4950671,5096917,5242543,5389305,5538725,5689475,5840632,5990474,6138579,6285471,6430674,6574970,6720073,6866946,7022052
Mozambique,MOZ,"Population ages 15-64, female",5067059,5193956,5328037,5468419,5614644,5743056,5882475,6031721,6189355,6355347,6525434,6704230,6894317,7099497,7321620,7557084,7809598,8076933,8355286,8642016,8928677
Mozambique,MOZ,"Population ages 15-64, male",4407879,4536723,4674084,4817797,4966659,5096063,5235261,5383549,5540157,5705428,5871003,6045790,6232363,6434381,6653657,6882395,7128641,7390324,7663886,7946925,8228759
Mozambique,MOZ,"Population ages 65 and above, female",352323,361823,371012,379817,388215,398448,408235,417641,426746,435622,447200,458325,469084,479557,489764,503614,517439,531224,544833,558238,572932
Mozambique,MOZ,"Population ages 65 and above, male",252075,255598,258441,260521,261818,265925,269127,271448,272952,273679,279592,284550,288625,291908,294439,303869,312911,321445,329244,336238,346183
Myanmar,MMR,"Population ages 0-14, male",7622458,7633824,7644507,7653465,7658031,7670481,7671145,7662744,7650928,7639334,7587914,7542625,7496110,7439071,7368005,7291152,7209631,7126776,7049000,6980923,6929893
Myanmar,MMR,"Population ages 0-14, female",7588099,7593604,7598260,7602366,7603912,7613965,7611967,7600125,7583202,7564255,7513849,7467870,7419459,7359973,7286395,7206012,7121793,7036639,6956513,6885738,6833077
Myanmar,MMR,"Population ages 15-64, female",15511871,15736175,15946888,16146094,16337871,16500706,16663630,16831619,17009798,17201311,17433227,17675038,17921321,18163138,18392290,18592110,18772490,18940818,19106310,19274484,19439608
Myanmar,MMR,"Population ages 15-64, male",14356828,14552516,14739566,14915679,15081746,15209687,15334086,15462645,15604088,15764377,15975401,16201320,16437757,16676993,16911221,17116425,17309964,17497228,17684517,17875607,18058067
Myanmar,MMR,"Population ages 65 and above, female",1261304,1284358,1304381,1321495,1336183,1357478,1377777,1397520,1416931,1436753,1463664,1489884,1519676,1558826,1610462,1680706,1760635,1847693,1937933,2029382,2121305
Myanmar,MMR,"Population ages 65 and above, male",884559,901686,915305,925390,932188,948732,962874,974989,985419,994797,1016557,1036966,1058141,1082815,1112351,1158794,1208008,1259164,1311149,1363660,1424064
Namibia,NAM,"Population ages 0-14, male",377512,378465,378779,379259,380494,381536,384141,387784,391641,395336,401707,407360,412924,419300,426837,434474,442895,451724,460250,468020,474589
Namibia,NAM,"Population ages 0-14, female",380915,382038,382416,382845,383915,384792,387171,390530,394058,397428,403445,408766,414043,420169,427483,434982,443252,451948,460375,468084,474579
Namibia,NAM,"Population ages 15-64, female",526557,538147,550205,562618,575290,589499,603246,616799,630539,644536,657588,671541,685884,699923,713435,727206,740808,754435,768529,783351,798818
Namibia,NAM,"Population ages 15-64, male",477844,489193,501059,513256,525653,539700,553326,566760,580380,594241,606529,619765,633520,647168,660538,674030,687523,701170,715372,730343,745773
Namibia,NAM,"Population ages 65 and above, female",36906,38605,40385,42225,44107,45818,47545,49301,51094,52898,53021,53093,53158,53286,53533,54175,54936,55806,56758,57798,59446
Namibia,NAM,"Population ages 65 and above, male",23933,25071,26269,27534,28857,29973,31087,32208,33327,34438,34408,34252,33977,33580,33075,33177,33209,33217,33240,33320,34139
Nepal,NPL,"Population ages 0-14, male",5063786,5101887,5133116,5160184,5182166,5167590,5160902,5146571,5102176,5013918,4955242,4856579,4738698,4636872,4577702,4444368,4350950,4292272,4259781,4245701,4213006
Nepal,NPL,"Population ages 0-14, female",4850105,4890018,4912765,4924209,4927087,4902190,4880024,4857147,4827755,4788909,4731173,4657581,4576227,4499011,4432731,4362230,4300643,4246349,4196198,4148531,4115164
Nepal,NPL,"Population ages 15-64, female",6858778,7003289,7146562,7289055,7433076,7599652,7756161,7908546,8066761,8237512,8433914,8653523,8890595,9135797,9383533,9653222,9927407,10200154,10464154,10712951,10926589
Nepal,NPL,"Population ages 15-64, male",6637030,6754840,6871744,6985041,7094012,7244478,7384474,7501761,7582427,7618964,7530862,7405183,7273086,7170973,7124283,7276833,7488455,7747741,8034251,8331490,8666064
Nepal,NPL,"Population ages 65 and above, female",534949,550518,565846,581053,596401,611052,627191,645853,666984,690176,712312,733444,754518,776719,800806,824522,849674,875590,901410,926891,956561
Nepal,NPL,"Population ages 65 and above, male",402465,425073,450847,479795,511758,541725,573834,606703,637428,663728,677717,682850,683671,686610,695978,702255,715553,733606,752921,771244,797536
Netherlands,NLD,"Population ages 0-14, male",1514031,1523492,1531396,1535219,1533147,1530150,1520951,1510091,1501280,1494848,1485767,1479411,1473933,1467313,1457881,1449715,1438496,1425116,1414321,1405715,1398752
Netherlands,NLD,"Population ages 0-14, female",1443029,1451118,1457519,1459930,1456712,1453109,1443484,1432344,1423274,1416542,1407844,1401771,1396492,1389962,1380506,1373283,1362989,1350570,1340646,1332894,1326840
Netherlands,NLD,"Population ages 15-64, female",5364912,5395611,5416602,5432035,5443419,5445277,5455625,5476387,5498666,5512138,5518317,5510421,5493657,5482650,5482024,5488608,5503571,5520618,5539199,5546836,5552535
Netherlands,NLD,"Population ages 15-64, male",5526157,5549888,5564263,5573727,5579994,5575326,5580400,5597118,5616146,5626867,5628772,5616503,5596138,5583523,5583848,5589911,5606844,5627462,5650181,5661681,5669534
Netherlands,NLD,"Population ages 65 and above, female",1288991,1300513,1309741,1318265,1327109,1339772,1354546,1374667,1401860,1435846,1475738,1519405,1564894,1611055,1656295,1699064,1741189,1782696,1826808,1871854,1915396
Netherlands,NLD,"Population ages 65 and above, male",909059,928306,945782,962602,979487,1002468,1026690,1054986,1089160,1129153,1176636,1227452,1279318,1330506,1379368,1429733,1478206,1525161,1573720,1622520,1670347
